2	2	2	236	0.69	1000	291	34
2	2	2	236	0.691	1000	302	34
2	2	2	236	0.692	1000	294	35
2	2	2	236	0.693	1000	309	34
2	2	2	236	0.694	1000	314	35
2	2	2	236	0.695	1000	334	33
2	2	2	236	0.696	1000	330	35
2	2	2	236	0.697	1000	357	35
2	2	2	236	0.698	1000	369	36
2	2	2	236	0.699	1000	358	36
2	2	2	236	0.7	1000	347	35
2	2	2	236	0.701	1000	396	35
2	2	2	236	0.702	1000	376	37
2	2	2	236	0.703	1000	379	35
2	2	2	236	0.704	1000	419	37
2	2	2	236	0.705	1000	408	38
2	2	2	236	0.706	1000	391	38
2	2	2	236	0.707	1000	427	38
2	2	2	236	0.708	1000	390	38
2	2	2	236	0.709	1000	412	38
2	2	2	236	0.71	1000	411	37
4	4	4	1444	0.69	1000	282	118
4	4	4	1444	0.691	1000	308	125
4	4	4	1444	0.692	1000	290	130
4	4	4	1444	0.693	1000	344	129
4	4	4	1444	0.694	1000	362	131
4	4	4	1444	0.695	1000	354	134
4	4	4	1444	0.696	1000	362	134
4	4	4	1444	0.697	1000	387	133
4	4	4	1444	0.698	1000	381	135
4	4	4	1444	0.699	1000	405	140
4	4	4	1444	0.7	1000	421	142
4	4	4	1444	0.701	1000	450	142
4	4	4	1444	0.702	1000	441	147
4	4	4	1444	0.703	1000	466	149
4	4	4	1444	0.704	1000	488	155
4	4	4	1444	0.705	1000	489	153
4	4	4	1444	0.706	1000	494	156
4	4	4	1444	0.707	1000	542	158
4	4	4	1444	0.708	1000	541	163
4	4	4	1444	0.709	1000	515	168
4	4	4	1444	0.71	1000	573	168
6	6	6	4380	0.69	1000	270	282
6	6	6	4380	0.691	1000	303	279
6	6	6	4380	0.692	1000	320	292
6	6	6	4380	0.693	1000	308	282
6	6	6	4380	0.694	1000	360	305
6	6	6	4380	0.695	1000	357	312
6	6	6	4380	0.696	1000	384	329
6	6	6	4380	0.697	1000	417	331
6	6	6	4380	0.698	1000	412	358
6	6	6	4380	0.699	1000	435	358
6	6	6	4380	0.7	1000	479	362
6	6	6	4380	0.701	1000	489	366
6	6	6	4380	0.702	1000	515	377
6	6	6	4380	0.703	1000	516	387
6	6	6	4380	0.704	1000	543	397
6	6	6	4380	0.705	1000	563	423
6	6	6	4380	0.706	1000	594	423
6	6	6	4380	0.707	1000	627	434
6	6	6	4380	0.708	1000	636	464
6	6	6	4380	0.709	1000	661	466
6	6	6	4380	0.71	1000	698	481
8	8	8	9812	0.69	1000	255	519
8	8	8	9812	0.691	1000	272	555
8	8	8	9812	0.692	1000	306	561
8	8	8	9812	0.693	1000	331	576
8	8	8	9812	0.694	1000	367	589
8	8	8	9812	0.695	1000	367	603
8	8	8	9812	0.696	1000	399	647
8	8	8	9812	0.697	1000	425	657
8	8	8	9812	0.698	1000	448	680
8	8	8	9812	0.699	1000	456	714
8	8	8	9812	0.7	1000	511	724
8	8	8	9812	0.701	1000	547	759
8	8	8	9812	0.702	1000	561	787
8	8	8	9812	0.703	1000	572	830
8	8	8	9812	0.704	1000	615	866
8	8	8	9812	0.705	1000	659	867
8	8	8	9812	0.706	1000	696	916
8	8	8	9812	0.707	1000	739	956
8	8	8	9812	0.708	1000	748	1001
8	8	8	9812	0.709	1000	780	1056
8	8	8	9812	0.71	1000	772	1104
10	10	10	18508	0.69	1000	181	855
10	10	10	18508	0.691	1000	250	867
10	10	10	18508	0.692	1000	285	929
10	10	10	18508	0.693	1000	296	936
10	10	10	18508	0.694	1000	336	987
10	10	10	18508	0.695	1000	385	1022
10	10	10	18508	0.696	1000	366	1093
10	10	10	18508	0.697	1000	475	1169
10	10	10	18508	0.698	1000	459	1228
10	10	10	18508	0.699	1000	488	1227
10	10	10	18508	0.7	1000	563	1337
10	10	10	18508	0.701	1000	581	1347
10	10	10	18508	0.702	1000	616	1444
10	10	10	18508	0.703	1000	647	1512
10	10	10	18508	0.704	1000	684	1587
10	10	10	18508	0.705	1000	731	1700
10	10	10	18508	0.706	1000	767	1825
10	10	10	18508	0.707	1000	805	1887
10	10	10	18508	0.708	1000	826	1945
10	10	10	18508	0.709	1000	861	2104
10	10	10	18508	0.71	1000	853	2212
12	12	12	31236	0.69	1000	169	1240
12	12	12	31236	0.691	1000	214	1239
12	12	12	31236	0.692	1000	265	1303
12	12	12	31236	0.693	1000	292	1450
12	12	12	31236	0.694	1000	325	1522
12	12	12	31236	0.695	1000	372	1557
12	12	12	31236	0.696	1000	379	1672
12	12	12	31236	0.697	1000	473	1748
12	12	12	31236	0.698	1000	483	1925
12	12	12	31236	0.699	1000	538	1945
12	12	12	31236	0.7	1000	579	2066
12	12	12	31236	0.701	1000	625	2228
12	12	12	31236	0.702	1000	681	2388
12	12	12	31236	0.703	1000	709	2640
12	12	12	31236	0.704	1000	773	2786
12	12	12	31236	0.705	1000	783	2954
12	12	12	31236	0.706	1000	846	3172
12	12	12	31236	0.707	1000	863	3446
12	12	12	31236	0.708	1000	892	3610
12	12	12	31236	0.709	1000	906	3889
12	12	12	31236	0.71	1000	937	4167
14	14	14	48764	0.69	1000	170	1726
14	14	14	48764	0.691	1000	187	1729
14	14	14	48764	0.692	1000	245	1941
14	14	14	48764	0.693	1000	267	1936
14	14	14	48764	0.694	1000	286	2104
14	14	14	48764	0.695	1000	324	2260
14	14	14	48764	0.696	1000	366	2356
14	14	14	48764	0.697	1000	461	2616
14	14	14	48764	0.698	1000	505	2779
14	14	14	48764	0.699	1000	548	2956
14	14	14	48764	0.7	1000	621	3259
14	14	14	48764	0.701	1000	698	3397
14	14	14	48764	0.702	1000	721	3795
14	14	14	48764	0.703	1000	750	4017
14	14	14	48764	0.704	1000	822	4405
14	14	14	48764	0.705	1000	861	4775
14	14	14	48764	0.706	1000	883	5284
14	14	14	48764	0.707	1000	914	5590
14	14	14	48764	0.708	1000	929	6089
14	14	14	48764	0.709	1000	953	6644
